chain_id,chain_family,chain_number,display_name,standard,pitch_in,pitch_mm,strands,status,provenance,needs_review,description,application_tags,materials_available,options_upgrades,roller_dia_in,roller_dia_mm,inner_width_in,inner_width_mm,pin_dia_in,pin_dia_mm,plate_height_in,plate_height_mm,weight_lbs_ft,weight_kg_m,extra_dims_json,tensile_lbs,tensile_kn,working_load_lbs,working_load_kn,temp_min_c,temp_max_c,lubrication,perf_source,pn_tsubaki,pn_donghua,pn_canam,pn_macchain,pn_rexnord,pn_linkbelt,pn_renold,pn_jeffrey,pn_webster,image_url,drawing_url,uniking_notes
LF-LL1066,Leaf Chains,LL1066,"LL1066 Leaf Chain (LL-series, 6x6 lacing)",ISO 4347 / DIN 8152,0.625,15.875,1,Active,catalog-verified,FALSE,"LL1066 LL-series leaf (plate) chain, 15.875 mm pitch, 6x6 plate lacing, 68.1 kN minimum tensile (99.7 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.2,5.08,0.539,13.7,,,"{""plate_lacing"": ""6x6"", ""plate_thickness_mm"": 1.5, ""avg_tensile_kn"": 99.7}",15310,68.1,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1066,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 10; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1088,Leaf Chains,LL1088,"LL1088 Leaf Chain (LL-series, 8x8 lacing)",ISO 4347 / DIN 8152,0.625,15.875,1,Active,catalog-verified,FALSE,"LL1088 LL-series leaf (plate) chain, 15.875 mm pitch, 8x8 plate lacing, 90.8 kN minimum tensile (132.9 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.2,5.08,0.539,13.7,,,"{""plate_lacing"": ""8x8"", ""plate_thickness_mm"": 1.5, ""avg_tensile_kn"": 132.9}",20410,90.8,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1088,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 10; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1222,Leaf Chains,LL1222,"LL1222 Leaf Chain (LL-series, 2x2 lacing)",ISO 4347 / DIN 8152,0.75,19.05,1,Active,catalog-verified,FALSE,"LL1222 LL-series leaf (plate) chain, 19.05 mm pitch, 2x2 plate lacing, 29.5 kN minimum tensile (34.8 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.225,5.72,0.571,14.5,,,"{""plate_lacing"": ""2x2"", ""plate_thickness_mm"": 3.0, ""avg_tensile_kn"": 34.8}",6630,29.5,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1222,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 12; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1244,Leaf Chains,LL1244,"LL1244 Leaf Chain (LL-series, 4x4 lacing)",ISO 4347 / DIN 8152,0.75,19.05,1,Active,catalog-verified,FALSE,"LL1244 LL-series leaf (plate) chain, 19.05 mm pitch, 4x4 plate lacing, 59.0 kN minimum tensile (60.6 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.225,5.72,0.571,14.5,,,"{""plate_lacing"": ""4x4"", ""plate_thickness_mm"": 3.0, ""avg_tensile_kn"": 60.6}",13260,59.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1244,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 12; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1266,Leaf Chains,LL1266,"LL1266 Leaf Chain (LL-series, 6x6 lacing)",ISO 4347 / DIN 8152,0.75,19.05,1,Active,catalog-verified,FALSE,"LL1266 LL-series leaf (plate) chain, 19.05 mm pitch, 6x6 plate lacing, 88.5 kN minimum tensile (86.4 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.225,5.72,0.571,14.5,,,"{""plate_lacing"": ""6x6"", ""plate_thickness_mm"": 3.0, ""avg_tensile_kn"": 86.4}",19900,88.5,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1266,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 12; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1288,Leaf Chains,LL1288,"LL1288 Leaf Chain (LL-series, 8x8 lacing)",ISO 4347 / DIN 8152,0.75,19.05,1,Active,catalog-verified,FALSE,"LL1288 LL-series leaf (plate) chain, 19.05 mm pitch, 8x8 plate lacing, 118.0 kN minimum tensile (112.2 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.225,5.72,0.571,14.5,,,"{""plate_lacing"": ""8x8"", ""plate_thickness_mm"": 3.0, ""avg_tensile_kn"": 112.2}",26530,118.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1288,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 12; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1622,Leaf Chains,LL1622,"LL1622 Leaf Chain (LL-series, 2x2 lacing)",ISO 4347 / DIN 8152,1,25.4,1,Active,catalog-verified,FALSE,"LL1622 LL-series leaf (plate) chain, 25.4 mm pitch, 2x2 plate lacing, 58.0 kN minimum tensile (76.3 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.326,8.28,0.827,21.0,,,"{""plate_lacing"": ""2x2"", ""plate_thickness_mm"": 3.1, ""avg_tensile_kn"": 76.3}",13040,58.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1622,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 16; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1644,Leaf Chains,LL1644,"LL1644 Leaf Chain (LL-series, 4x4 lacing)",ISO 4347 / DIN 8152,1,25.4,1,Active,catalog-verified,FALSE,"LL1644 LL-series leaf (plate) chain, 25.4 mm pitch, 4x4 plate lacing, 116.0 kN minimum tensile (152.6 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.326,8.28,0.827,21.0,,,"{""plate_lacing"": ""4x4"", ""plate_thickness_mm"": 3.1, ""avg_tensile_kn"": 152.6}",26080,116.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1644,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 16; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1666,Leaf Chains,LL1666,"LL1666 Leaf Chain (LL-series, 6x6 lacing)",ISO 4347 / DIN 8152,1,25.4,1,Active,catalog-verified,FALSE,"LL1666 LL-series leaf (plate) chain, 25.4 mm pitch, 6x6 plate lacing, 174.0 kN minimum tensile (228.9 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.326,8.28,0.827,21.0,,,"{""plate_lacing"": ""6x6"", ""plate_thickness_mm"": 3.1, ""avg_tensile_kn"": 228.9}",39120,174.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1666,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 16; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL1688,Leaf Chains,LL1688,"LL1688 Leaf Chain (LL-series, 8x8 lacing)",ISO 4347 / DIN 8152,1,25.4,1,Active,catalog-verified,FALSE,"LL1688 LL-series leaf (plate) chain, 25.4 mm pitch, 8x8 plate lacing, 232.0 kN minimum tensile (305.2 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.326,8.28,0.827,21.0,,,"{""plate_lacing"": ""8x8"", ""plate_thickness_mm"": 3.1, ""avg_tensile_kn"": 305.2}",52160,232.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL1688,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 16; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
LF-LL2022,Leaf Chains,LL2022,"LL2022 Leaf Chain (LL-series, 2x2 lacing)",ISO 4347 / DIN 8152,1.25,31.75,1,Active,catalog-verified,FALSE,"LL2022 LL-series leaf (plate) chain, 31.75 mm pitch, 2x2 plate lacing, 95.0 kN minimum tensile (109.2 kN average). DIN/ISO European leaf chain for vertical lifting and horizontal traction — forklift masts, balance/counterweight, climbing platforms and drilling rigs. Companion to the LH (BL) and AL leaf series.","leaf chain, LL series, plate chain, lift chain, forklift, mast, balance, vertical lifting, horizontal traction, DIN 8152, ISO 4347",High-strength heat-treated steel; corrosion-resistant surface options,LH (BL) and AL series companions|connecting rings / end joints|double-hole connecting pin|special connectors|corrosion-resistant surface treatment|anti-fatigue high-reliability grade,,,,,0.326,8.28,1.039,26.4,,,"{""plate_lacing"": ""2x2"", ""plate_thickness_mm"": 3.1, ""avg_tensile_kn"": 109.2}",21360,95.0,,,-20,150,Standard; corrosion-resistant surface treatment optional,Donghua Chain Group catalog pp.441-442 (official en.dhchain.com PDF),,LL2022,,,,,,,,,,"PKG-02f (Donghua). Catalog-verified LL-series leaf chain, Donghua catalog pp.441-442. LL = DIN 8152/ISO 4347 European leaf chain, the metric sibling of LH(BL) and AL. tensile_kn = min Q; avg Q0 in extra_dims. Plate height/thickness/pin are the per-pitch base geometry shared across lacings of size 20; inner width n/a for leaf chains (link-plate stacks, no rollers/bushes). 02f complements the 02b leaf equivalents (AL/BL->Donghua LH). Dedupe vs existing LF-* leaf records; cross-link LL<->BL by pitch where applicable."
